T+00:00:51.52||(altitude = 25631.137582987547, velocity = 1054.7203214345911, thrust = 0.0f0, mass = 150.41367f0, drag = 712.0782426111256)
T+00:00:51.84||(altitude = 25947.131374728866, velocity = 1050.1524565418786, thrust = 0.0f0, mass = 150.41367f0, drag = 674.0307611454496)
T+00:00:52.12||(altitude = 26303.712100427598, velocity = 1046.2195468565487, thrust = 0.0f0, mass = 150.41367f0, drag = 638.19630414232)
T+00:00:52.44||(altitude = 26637.842869490385, velocity = 1041.519629508049, thrust = 0.0f0, mass = 150.41367f0, drag = 604.4258815075235)
T+00:00:52.72||(altitude = 26908.28723694198, velocity = 1037.9787033177404, thrust = 0.0f0, mass = 150.41367f0, drag = 576.4675674036594)
T+00:00:53.04||(altitude = 27198.509960552678, velocity = 1033.947187113631, thrust = 0.0f0, mass = 150.41367f0, drag = 549.9079824914224)
T+00:00:53.36||(altitude = 27528.90887991246, velocity = 1029.9707777104434, thrust = 0.0f0, mass = 150.41367f0, drag = 521.1650504972665)
T+00:00:53.64||(altitude = 27857.956817022525, velocity = 1025.52716849457, thrust = 0.0f0, mass = 150.41367f0, drag = 494.03072825971515)
T+00:00:53.96||(altitude = 28165.228922597133, velocity = 1022.1719389230656, thrust = 0.0f0, mass = 150.41367f0, drag = 471.52216875594553)
T+00:00:54.24||(altitude = 28471.344821255654, velocity = 1018.0907124700972, thrust = 0.0f0, mass = 150.41367f0, drag = 447.11836702866174)
T+00:00:54.56||(altitude = 28756.02153239865, velocity = 1014.5612265917262, thrust = 0.0f0, mass = 150.41367f0, drag = 426.8584408301272)
T+00:00:54.84||(altitude = 29039.71352590248, velocity = 1010.820523631801, thrust = 0.0f0, mass = 150.41367f0, drag = 404.8832434162836)
T+00:00:55.16||(altitude = 29362.74009551946, velocity = 1007.1200366199691, thrust = 0.0f0, mass = 150.41367f0, drag = 386.6298883531603)
T+00:00:55.44||(altitude = 29684.50809278898, velocity = 1003.2149139635075, thrust = 0.0f0, mass = 150.41367f0, drag = 366.8175781476554)
T+00:00:55.80||(altitude = 30005.031416986138, velocity = 999.3509719599685, thrust = 0.0f0, mass = 150.41367f0, drag = 348.056383746342)
T+00:00:56.08||(altitude = 30344.237482733093, velocity = 995.5260749642296, thrust = 0.0f0, mass = 150.41367f0, drag = 330.27767101177324)
T+00:00:56.40||(altitude = 30602.7011710098, velocity = 991.9739058850191, thrust = 0.0f0, mass = 150.41367f0, drag = 313.41934161729256)
