Day 121, 12:48:06.93||(altitude = 0.0, velocity = 3.2906480705766384e-6, thrust = 0.0f0, mass = 845.6956f0, drag = NaN)
T+00:00:00.76||(altitude = 42.2343176882714, velocity = 112.02619303782048, thrust = 81332.625f0, mass = 801.38745f0, drag = 48.46420814193538)
T+00:00:01.12||(altitude = 86.6196366455406, velocity = 136.50704909577394, thrust = 34281.285f0, mass = 788.47577f0, drag = 95.19015038535738)
T+00:00:01.40||(altitude = 125.63258378580213, velocity = 142.81003840252285, thrust = 20511.23f0, mass = 783.89105f0, drag = 114.06008778827572)
T+00:00:01.76||(altitude = 174.39053626079112, velocity = 143.5645755336911, thrust = 10916.403f0, mass = 780.6906f0, drag = 119.97164106730649)
T+00:00:02.88||(altitude = 333.8134883120656, velocity = 145.09622108303702, thrust = 6624.7085f0, mass = 582.98535f0, drag = 79.1844354103536)
T+00:00:03.20||(altitude = 383.207073350437, velocity = 145.60623348177344, thrust = 6537.1914f0, mass = 581.65283f0, drag = 79.46760868482568)
T+00:00:03.48||(altitude = 421.1033661738038, velocity = 146.06911253756576, thrust = 6572.3647f0, mass = 580.6663f0, drag = 79.63041979574497)
T+00:00:03.76||(altitude = 467.8972689900547, velocity = 146.56351238484586, thrust = 6512.995f0, mass = 579.6104f0, drag = 79.804791433774)
T+00:00:04.04||(altitude = 508.9811721248552, velocity = 147.02771332343053, thrust = 6476.547f0, mass = 578.6282f0, drag = 79.98731587579556)
T+00:00:04.40||(altitude = 553.1425793422386, velocity = 147.54776800116167, thrust = 6390.52f0, mass = 577.6485f0, drag = 80.16019917168433)
T+00:00:04.76||(altitude = 609.2877780729905, velocity = 148.12322581850543, thrust = 6545.402f0, mass = 576.32605f0, drag = 80.36513675270533)
T+00:00:05.08||(altitude = 662.6984083112329, velocity = 148.73290041728774, thrust = 6579.2993f0, mass = 574.99567f0, drag = 80.60517153076438)
T+00:00:05.40||(altitude = 704.3889427464455, velocity = 149.1921582466686, thrust = 6614.33f0, mass = 573.9542f0, drag = 80.80403165188618)
T+00:00:05.76||(altitude = 761.180735914968, velocity = 149.90092730109453, thrust = 6615.5747f0, mass = 572.7669f0, drag = 80.97138249600461)
T+00:00:06.08||(altitude = 812.2107689548284, velocity = 150.47264802664154, thrust = 6674.661f0, mass = 571.6508f0, drag = 81.22688664323168)
T+00:00:06.44||(altitude = 854.3946406459436, velocity = 151.06638893643316, thrust = 6693.8545f0, mass = 570.52795f0, drag = 81.50911551720925)
T+00:00:06.68||(altitude = 902.785350820981, velocity = 151.58984201668414, thrust = 6742.3545f0, mass = 569.3393f0, drag = 81.77127963702553)
T+00:00:07.04||(altitude = 951.3691929625347, velocity = 152.19513320105474, thrust = 6784.0396f0, mass = 568.42865f0, drag = 81.99520648440811)
T+00:00:07.40||(altitude = 1006.2634119773284, velocity = 152.9260813932606, thrust = 6637.449f0, mass = 567.0929f0, drag = 82.3063294169339)
